gender,speaker,phoneme,phoneme_in_ascii,F0,F1,F2,F3
1,26,9,UW,157.0,387.0,786.0,2518.0
1,26,10,ER,122.0,488.0,1468.0,1712.0
1,26,10,ER,118.0,472.0,1465.0,1725.0
1,27,1,IY,138.0,275.0,2060.0,2800.0
1,27,1,IY,136.0,270.0,2020.0,2790.0
1,27,2,IH,133.0,349.0,2030.0,2760.0
1,27,2,IH,136.0,340.0,1940.0,2560.0
1,27,4,AE,125.0,688.0,1600.0,2300.0
1,27,4,AE,122.0,660.0,1570.0,2380.0
1,27,5,AH,130.0,550.0,1150.0,2250.0
1,27,6,AA,125.0,712.0,1024.0,2250.0
1,27,6,AA,125.0,670.0,1080.0,2300.0
1,27,7,AO,125.0,550.0,913.0,2360.0
1,27,7,AO,126.0,550.0,890.0,2280.0
1,27,8,UH,128.0,360.0,1028.0,2160.0
1,27,9,UW,133.0,294.0,930.0,2050.0
1,27,9,UW,140.0,280.0,1000.0,2160.0
1,27,10,ER,125.0,440.0,1250.0,1625.0
1,27,10,ER,130.0,480.0,1160.0,1520.0
1,28,1,IY,125.0,320.0,2160.0,2900.0
1,28,1,IY,133.0,267.0,2230.0,3000.0
1,28,2,IH,115.0,440.0,1750.0,2400.0
1,28,2,IH,116.0,390.0,1780.0,2450.0
1,28,3,EH,117.0,525.0,1800.0,2480.0
1,28,3,EH,110.0,520.0,1750.0,2390.0
1,28,4,AE,111.0,660.0,1600.0,2400.0
1,28,4,AE,120.0,720.0,1680.0,2430.0
1,28,5,AH,117.0,600.0,1250.0,2300.0
1,28,6,AA,117.0,860.0,1280.0,2470.0
1,28,7,AO,114.0,560.0,810.0,2290.0
1,28,7,AO,116.0,584.0,840.0,2280.0
1,28,8,UH,130.0,455.0,970.0,2140.0
1,28,8,UH,120.0,456.0,1040.0,2038.0
1,28,9,UW,125.0,350.0,820.0,2130.0
1,28,9,UW,128.0,366.0,772.0,2058.0
1,28,10,ER,118.0,472.0,1430.0,1840.0
1,29,1,IY,133.0,333.0,2305.0,3200.0
1,29,1,IY,131.0,326.0,2260.0,3030.0
1,29,4,AE,116.0,640.0,1710.0,2450.0
1,29,4,AE,123.0,615.0,1720.0,2220.0
1,29,5,AH,116.0,583.0,1110.0,2360.0
1,29,6,AA,111.0,777.0,1170.0,2600.0
1,29,6,AA,114.0,750.0,1175.0,2820.0
1,29,8,UH,125.0,438.0,975.0,2300.0
1,29,8,UH,140.0,420.0,938.0,2300.0
1,29,9,UW,133.0,333.0,800.0,2130.0
1,29,9,UW,140.0,320.0,840.0,2150.0
1,29,10,ER,120.0,480.0,1320.0,1870.0
1,29,10,ER,127.0,483.0,1335.0,1844.0
1,30,1,IY,166.0,267.0,2300.0,2940.0
1,30,1,IY,156.0,220.0,2300.0,2900.0
1,30,2,IH,154.0,431.0,2040.0,2460.0
1,30,2,IH,155.0,360.0,2010.0,2400.0
1,30,3,EH,180.0,540.0,2000.0,2450.0
1,30,4,AE,138.0,590.0,1950.0,2460.0
1,30,6,AA,155.0,730.0,1130.0,2320.0
1,30,8,UH,196.0,450.0,1000.0,2180.0
1,30,9,UW,167.0,333.0,835.0,2170.0
1,30,9,UW,198.0,280.0,750.0,2170.0
1,30,10,ER,163.0,488.0,1300.0,1600.0
1,30,10,ER,163.0,490.0,1380.0,1620.0
1,31,1,IY,120.0,312.0,2380.0,2900.0
1,31,1,IY,120.0,300.0,2350.0,3000.0
1,31,2,IH,140.0,490.0,2000.0,2620.0
1,31,3,EH,125.0,640.0,2000.0,2620.0
1,31,3,EH,111.0,555.0,1870.0,2540.0
1,31,4,AE,112.0,697.0,1610.0,2540.0
1,31,4,AE,114.0,684.0,1634.0,2510.0
1,31,5,AH,115.0,633.0,1260.0,2530.0
1,31,6,AA,112.0,730.0,1203.0,2700.0
1,31,6,AA,107.0,752.0,1125.0,2620.0
1,31,7,AO,108.0,507.0,755.0,2420.0
1,31,7,AO,116.0,538.0,816.0,2450.0
1,31,8,UH,114.0,456.0,1040.0,2300.0
1,31,8,UH,120.0,480.0,1120.0,2160.0
1,31,9,UW,125.0,350.0,1000.0,2250.0
1,31,10,ER,112.0,539.0,1370.0,1800.0
1,31,10,ER,117.0,549.0,1353.0,1728.0
1,32,1,IY,146.0,292.0,2500.0,3150.0
1,32,1,IY,133.0,266.0,2370.0,3100.0
1,32,2,IH,143.0,372.0,2220.0,2640.0
1,32,2,IH,131.0,350.0,2130.0,2610.0
1,32,4,AE,125.0,650.0,1738.0,2400.0
1,32,4,AE,130.0,663.0,1820.0,2400.0
1,32,5,AH,137.0,600.0,1370.0,2180.0
1,32,6,AA,133.0,735.0,1070.0,2100.0
1,32,6,AA,117.0,713.0,1180.0,2200.0
1,32,7,AO,125.0,625.0,875.0,2180.0
1,32,8,UH,150.0,420.0,1100.0,2000.0
1,32,8,UH,140.0,420.0,1120.0,2100.0
1,32,9,UW,125.0,350.0,980.0,2200.0
1,32,9,UW,133.0,320.0,918.0,2100.0
1,32,10,ER,143.0,554.0,1480.0,1800.0
1,32,10,ER,128.0,484.0,1505.0,1890.0
1,33,1,IY,143.0,286.0,2415.0,2860.0
1,33,1,IY,150.0,300.0,2415.0,2860.0
1,33,3,EH,144.0,553.0,1935.0,2530.0
1,33,4,AE,133.0,640.0,1773.0,2490.0
1,33,4,AE,133.0,640.0,1840.0,2560.0
1,33,5,AH,143.0,672.0,1272.0,2640.0
1,33,5,AH,146.0,658.0,1241.0,2560.0
1,33,6,AA,130.0,780.0,1170.0,2640.0
1,33,6,AA,131.0,788.0,1115.0,2645.0
1,33,8,UH,175.0,490.0,1102.0,2420.0
1,33,8,UH,154.0,492.0,1077.0,2306.0
1,33,9,UW,160.0,320.0,960.0,2290.0
1,33,10,ER,143.0,543.0,1310.0,1643.0
1,33,10,ER,145.0,508.0,1309.0,1600.0
2,34,1,IY,234.0,390.0,2760.0,3060.0
2,34,2,IH,234.0,468.0,2330.0,2930.0
2,34,2,IH,205.0,410.0,2380.0,2950.0
2,34,3,EH,190.0,550.0,2200.0,2880.0
2,34,3,EH,191.0,570.0,2100.0,3040.0
2,34,4,AE,200.0,800.0,1980.0,2810.0
2,34,4,AE,192.0,860.0,1920.0,2850.0
2,34,5,AH,227.0,635.0,1200.0,3250.0
2,34,5,AH,200.0,700.0,1200.0,3100.0
2,34,6,AA,188.0,830.0,1200.0,2880.0
2,34,7,AO,207.0,570.0,830.0,3300.0
2,34,8,UH,240.0,410.0,940.0,3040.0
2,34,8,UH,225.0,450.0,970.0,3190.0
2,34,9,UW,238.0,480.0,955.0,2960.0
2,34,10,ER,200.0,500.0,1850.0,2100.0
2,34,10,ER,200.0,560.0,1750.0,2100.0
2,35,1,IY,225.0,270.0,2760.0,3550.0
2,35,1,IY,240.0,290.0,2700.0,3350.0
2,35,2,IH,245.0,460.0,2500.0,3220.0
2,35,2,IH,220.0,410.0,2400.0,3240.0
2,35,3,EH,220.0,620.0,2300.0,3200.0
2,35,3,EH,210.0,630.0,2300.0,3170.0
2,35,4,AE,220.0,820.0,2180.0,2850.0
2,35,4,AE,195.0,740.0,2120.0,3070.0
2,35,5,AH,240.0,800.0,1300.0,2900.0
2,35,5,AH,225.0,760.0,1400.0,2830.0
2,35,6,AA,214.0,850.0,1120.0,2620.0
2,35,6,AA,190.0,880.0,1220.0,2850.0
2,35,7,AO,228.0,460.0,900.0,2830.0
2,35,8,UH,250.0,500.0,1040.0,2750.0
2,35,8,UH,245.0,490.0,1000.0,2720.0
2,35,9,UW,250.0,400.0,940.0,2720.0
2,35,9,UW,245.0,410.0,860.0,2700.0
2,35,10,ER,225.0,440.0,1560.0,1750.0
2,35,10,ER,210.0,420.0,1600.0,1750.0
2,36,1,IY,210.0,290.0,2700.0,3020.0
2,36,1,IY,215.0,280.0,2630.0,3240.0
2,36,2,IH,211.0,420.0,2220.0,2980.0
2,36,4,AE,212.0,1000.0,1830.0,2820.0
2,36,4,AE,204.0,980.0,1800.0,2820.0
2,36,5,AH,208.0,710.0,1450.0,2750.0
2,36,6,AA,205.0,950.0,1280.0,2600.0
2,36,6,AA,210.0,870.0,1260.0,2740.0
2,36,7,AO,203.0,610.0,900.0,2710.0
2,36,7,AO,210.0,630.0,840.0,2700.0
2,36,8,UH,211.0,440.0,1050.0,2780.0
2,36,8,UH,210.0,420.0,1050.0,2740.0
2,36,9,UW,222.0,380.0,860.0,2500.0
2,36,9,UW,208.0,330.0,750.0,2740.0
2,36,10,ER,208.0,580.0,1450.0,1720.0
2,36,10,ER,212.0,540.0,1560.0,1900.0
2,37,1,IY,210.0,294.0,2800.0,3100.0
2,37,1,IY,222.0,270.0,2880.0,3160.0
2,37,2,IH,202.0,420.0,2430.0,3030.0
2,37,2,IH,212.0,420.0,2370.0,2930.0
2,37,4,AE,200.0,820.0,1970.0,2620.0
2,37,4,AE,210.0,840.0,2000.0,2700.0
2,37,5,AH,201.0,666.0,1206.0,2900.0
2,37,7,AO,200.0,560.0,760.0,2800.0
2,37,7,AO,207.0,560.0,770.0,3000.0
2,37,8,UH,213.0,430.0,1000.0,2700.0
2,37,9,UW,220.0,330.0,840.0,2550.0
2,37,9,UW,213.0,280.0,850.0,2500.0
2,37,10,ER,205.0,430.0,1800.0,1930.0
2,37,10,ER,200.0,420.0,1740.0,1960.0
2,38,1,IY,175.0,350.0,2800.0,3160.0
2,38,1,IY,187.0,338.0,2870.0,3300.0
2,38,2,IH,200.0,400.0,2540.0,3200.0
2,38,2,IH,210.0,420.0,2680.0,3000.0
2,38,3,EH,180.0,518.0,2470.0,3200.0
2,38,3,EH,200.0,600.0,2400.0,3150.0
2,38,4,AE,171.0,773.0,2000.0,2870.0
2,38,4,AE,175.0,875.0,2100.0,2970.0
2,38,5,AH,200.0,740.0,1280.0,2900.0
2,38,7,AO,160.0,560.0,960.0,2850.0
2,38,7,AO,192.0,536.0,850.0,2850.0
2,38,8,UH,212.0,424.0,1040.0,2780.0
2,38,8,UH,200.0,520.0,1060.0,2670.0
2,38,9,UW,190.0,380.0,770.0,2900.0
2,38,9,UW,187.0,340.0,750.0,2780.0
2,38,10,ER,197.0,493.0,1930.0,2300.0
2,39,1,IY,250.0,325.0,2700.0,3100.0
2,39,1,IY,225.0,310.0,2750.0,3225.0
2,39,2,IH,214.0,350.0,2580.0,3000.0
2,39,2,IH,267.0,390.0,2700.0,3200.0
2,39,3,EH,233.0,560.0,2330.0,2800.0
2,39,3,EH,200.0,520.0,2500.0,3000.0
2,39,4,AE,171.0,806.0,1970.0,2600.0
2,39,4,AE,150.0,825.0,1860.0,2550.0
2,39,5,AH,186.0,708.0,1485.0,2760.0
2,39,5,AH,188.0,676.0,1500.0,2590.0
2,39,6,AA,200.0,800.0,1200.0,2800.0
2,39,7,AO,267.0,530.0,800.0,2780.0
2,39,8,UH,214.0,450.0,1460.0,2550.0
2,39,8,UH,233.0,467.0,1400.0,2450.0
2,39,9,UW,225.0,450.0,1080.0,2350.0
2,39,9,UW,200.0,400.0,1000.0,2400.0
2,39,10,ER,193.0,524.0,1700.0,2130.0
2,39,10,ER,180.0,507.0,1800.0,2380.0
2,40,1,IY,200.0,300.0,3100.0,3400.0
2,40,2,IH,214.0,428.0,2570.0,3000.0
2,40,2,IH,220.0,440.0,2640.0,3080.0
2,40,3,EH,210.0,528.0,2540.0,3170.0
2,40,4,AE,187.0,940.0,2250.0,2760.0
2,40,4,AE,200.0,820.0,2200.0,2920.0
2,40,5,AH,204.0,816.0,1450.0,2700.0
2,40,6,AA,200.0,960.0,1280.0,3000.0
2,40,7,AO,220.0,520.0,880.0,2500.0
2,40,7,AO,217.0,574.0,890.0,2510.0
2,40,9,UW,180.0,300.0,850.0,2800.0
2,40,10,ER,216.0,432.0,1790.0,2060.0
2,40,10,ER,219.0,360.0,1900.0,2320.0
2,41,1,IY,225.0,337.0,2700.0,3300.0
2,41,1,IY,233.0,340.0,2720.0,3200.0
2,41,2,IH,237.0,474.0,2370.0,3095.0
2,41,2,IH,237.0,475.0,2400.0,3090.0
2,41,3,EH,229.0,526.0,2360.0,3090.0
2,41,3,EH,233.0,580.0,2360.0,3150.0
2,41,5,AH,233.0,690.0,1630.0,2900.0
2,41,6,AA,222.0,845.0,1334.0,2890.0
2,41,6,AA,233.0,888.0,1290.0,2800.0
2,41,7,AO,225.0,631.0,923.0,2250.0
2,41,7,AO,233.0,543.0,980.0,2300.0
2,41,8,UH,233.0,537.0,1360.0,2920.0
2,41,8,UH,240.0,480.0,1345.0,2680.0
2,41,9,UW,235.0,400.0,1180.0,2760.0
2,41,9,UW,233.0,396.0,1120.0,2560.0
2,41,10,ER,225.0,450.0,1640.0,2250.0
2,41,10,ER,233.0,489.0,1630.0,2090.0
2,42,1,IY,225.0,225.0,2760.0,3900.0
2,42,1,IY,230.0,230.0,2850.0,3800.0
2,42,2,IH,238.0,429.0,2560.0,3200.0
2,42,3,EH,214.0,579.0,2570.0,3300.0
2,42,3,EH,214.0,536.0,2570.0,3100.0
2,42,4,AE,205.0,823.0,2220.0,2870.0
2,42,4,AE,200.0,800.0,2100.0,2900.0
2,42,5,AH,250.0,750.0,1500.0,2750.0
2,42,5,AH,217.0,738.0,1300.0,2820.0
2,42,6,AA,200.0,840.0,1300.0,3100.0
2,42,7,AO,214.0,579.0,856.0,2790.0
2,42,7,AO,205.0,545.0,905.0,2750.0
2,42,9,UW,250.0,400.0,1250.0,2500.0
2,42,9,UW,225.0,405.0,1080.0,2500.0
2,42,10,ER,233.0,466.0,1860.0,2260.0
2,42,10,ER,225.0,540.0,1780.0,2220.0
2,43,1,IY,240.0,290.0,3000.0,3840.0
2,43,1,IY,250.0,325.0,2900.0,3500.0
2,43,2,IH,250.0,500.0,2370.0,3120.0
2,43,3,EH,238.0,760.0,2380.0,3205.0
2,43,3,EH,233.0,746.0,2290.0,3030.0
2,43,4,AE,206.0,1008.0,1990.0,2870.0
2,43,4,AE,200.0,1040.0,2000.0,2800.0
2,43,5,AH,220.0,830.0,1540.0,2860.0
2,43,5,AH,237.0,900.0,1510.0,2840.0
2,43,6,AA,206.0,970.0,1343.0,3018.0
2,43,7,AO,233.0,650.0,900.0,2920.0
2,43,7,AO,229.0,687.0,1060.0,2780.0
2,43,8,UH,233.0,467.0,1167.0,2595.0
2,43,9,UW,250.0,450.0,875.0,2750.0
2,43,9,UW,233.0,420.0,935.0,2710.0
2,43,10,ER,230.0,622.0,1750.0,2070.0
2,43,10,ER,225.0,652.0,1710.0,2043.0
2,44,1,IY,255.0,275.0,2800.0,3310.0
2,44,1,IY,245.0,245.0,2800.0,3300.0
2,44,2,IH,267.0,534.0,2500.0,3250.0
2,44,2,IH,264.0,528.0,2640.0,3370.0
2,44,3,EH,238.0,700.0,2380.0,3250.0
2,44,3,EH,250.0,750.0,2480.0,3000.0
2,44,4,AE,237.0,1020.0,1900.0,2960.0
2,44,4,AE,233.0,1005.0,2050.0,2870.0
2,44,5,AH,263.0,750.0,1500.0,2850.0
2,44,5,AH,250.0,850.0,1400.0,2750.0
2,44,6,AA,258.0,978.0,1290.0,2840.0
2,44,6,AA,246.0,935.0,1230.0,2730.0
2,44,7,AO,250.0,500.0,750.0,2750.0
2,44,7,AO,243.0,632.0,850.0,2850.0
2,44,8,UH,250.0,350.0,1170.0,2750.0
2,44,8,UH,266.0,450.0,1000.0,2800.0
2,44,9,UW,256.0,358.0,640.0,2560.0
2,44,9,UW,250.0,300.0,750.0,2500.0
2,44,10,ER,260.0,520.0,1560.0,1820.0
2,44,10,ER,250.0,500.0,1500.0,1750.0
2,45,1,IY,236.0,236.0,2790.0,3760.0
2,45,1,IY,242.0,242.0,2770.0,3800.0
2,45,2,IH,222.0,444.0,2555.0,3110.0
2,45,2,IH,242.0,420.0,2700.0,3120.0
2,45,3,EH,226.0,634.0,2325.0,2940.0
2,45,3,EH,225.0,608.0,2475.0,3100.0
2,45,4,AE,210.0,1010.0,2060.0,2900.0
2,45,4,AE,200.0,980.0,2160.0,2920.0
2,45,5,AH,217.0,818.0,1450.0,2500.0
2,45,5,AH,200.0,750.0,1280.0,2650.0
2,45,6,AA,220.0,820.0,1200.0,2640.0
2,45,6,AA,210.0,900.0,1120.0,2900.0
2,45,7,AO,220.0,440.0,749.0,2640.0
2,45,7,AO,210.0,567.0,752.0,2600.0
2,45,8,UH,240.0,480.0,1105.0,2400.0
2,45,9,UW,250.0,420.0,1000.0,2500.0
2,45,9,UW,275.0,350.0,1100.0,2400.0
2,45,10,ER,217.0,487.0,1500.0,1780.0
2,45,10,ER,206.0,467.0,1420.0,1640.0
2,46,1,IY,225.0,360.0,2920.0,3400.0
2,46,1,IY,233.0,340.0,2840.0,3300.0
2,46,2,IH,257.0,514.0,2570.0,3070.0
2,46,2,IH,238.0,500.0,2680.0,3260.0
2,46,3,EH,238.0,650.0,2495.0,3090.0
2,46,4,AE,225.0,1020.0,2030.0,2700.0
2,46,4,AE,225.0,1000.0,2200.0,2770.0
2,46,5,AH,225.0,788.0,1462.0,2920.0
2,46,5,AH,217.0,736.0,1500.0,2900.0
2,46,6,AA,214.0,1009.0,1415.0,3080.0
2,46,7,AO,209.0,627.0,1045.0,2504.0
2,46,8,UH,250.0,500.0,1200.0,2450.0
2,46,8,UH,230.0,460.0,1150.0,2880.0
2,46,9,UW,267.0,420.0,990.0,2860.0
2,46,9,UW,190.0,380.0,893.0,2920.0
2,46,10,ER,246.0,610.0,1630.0,2020.0
2,46,10,ER,225.0,585.0,1700.0,1850.0
2,47,1,IY,285.0,285.0,2900.0,3500.0
2,47,1,IY,286.0,310.0,2900.0,3400.0
2,47,2,IH,297.0,480.0,2670.0,3260.0
2,47,3,EH,173.0,550.0,2370.0,3140.0
2,47,3,EH,260.0,520.0,2340.0,3040.0
2,47,4,AE,167.0,790.0,2180.0,3020.0
2,47,4,AE,280.0,840.0,2160.0,3020.0
2,47,5,AH,280.0,840.0,1400.0,2750.0
2,47,5,AH,270.0,760.0,1330.0,2950.0
2,47,6,AA,252.0,900.0,1290.0,2750.0
2,47,7,AO,175.0,700.0,1050.0,2750.0
2,47,7,AO,190.0,720.0,1080.0,3030.0
2,47,8,UH,286.0,540.0,1200.0,2860.0
2,47,8,UH,205.0,570.0,1200.0,2970.0
2,47,9,UW,328.0,400.0,980.0,2630.0
2,47,9,UW,290.0,440.0,990.0,2900.0
2,47,10,ER,286.0,570.0,2000.0,2480.0
2,47,10,ER,260.0,510.0,1850.0,2350.0
2,48,1,IY,170.0,340.0,2750.0,3120.0
2,48,1,IY,238.0,360.0,2760.0,3120.0
2,48,2,IH,167.0,480.0,2390.0,2950.0
2,48,3,EH,220.0,620.0,2520.0,2920.0
2,48,3,EH,222.0,620.0,2440.0,2880.0
2,48,4,AE,222.0,1110.0,2160.0,2700.0
2,48,4,AE,214.0,1070.0,1960.0,2750.0
2,48,6,AA,150.0,840.0,1110.0,2930.0
2,48,6,AA,170.0,850.0,1120.0,2850.0
2,48,7,AO,200.0,500.0,700.0,2930.0
2,48,7,AO,212.0,380.0,720.0,2700.0
2,48,8,UH,235.0,400.0,940.0,2820.0
2,48,8,UH,214.0,380.0,860.0,2680.0
2,48,9,UW,196.0,330.0,760.0,2870.0
2,48,9,UW,188.0,350.0,710.0,2760.0
2,48,10,ER,182.0,550.0,1780.0,2080.0
2,48,10,ER,201.0,600.0,1750.0,2000.0
2,49,1,IY,200.0,320.0,2360.0,2980.0
2,49,1,IY,203.0,304.0,2380.0,3050.0
2,49,3,EH,200.0,500.0,2350.0,2830.0
2,49,3,EH,200.0,600.0,2200.0,2700.0
2,49,4,AE,187.0,860.0,1724.0,2530.0
2,49,5,AH,200.0,720.0,1440.0,2380.0
2,49,5,AH,191.0,707.0,1470.0,2440.0
2,49,6,AA,200.0,700.0,1080.0,2420.0
2,49,7,AO,200.0,600.0,860.0,2410.0
2,49,7,AO,200.0,600.0,900.0,2400.0
2,49,8,UH,210.0,546.0,1090.0,2400.0
2,49,8,UH,210.0,462.0,1240.0,2310.0
2,49,9,UW,257.0,360.0,930.0,2260.0
2,49,9,UW,220.0,440.0,1100.0,2300.0
2,49,10,ER,200.0,540.0,1400.0,1800.0
2,49,10,ER,204.0,460.0,1350.0,1560.0
2,50,1,IY,203.0,406.0,2600.0,2945.0
2,50,2,IH,200.0,460.0,2300.0,2800.0
2,50,2,IH,210.0,420.0,2305.0,2835.0
2,50,3,EH,190.0,570.0,2100.0,2720.0
2,50,3,EH,207.0,538.0,2175.0,2880.0
2,50,4,AE,189.0,850.0,1853.0,2685.0
2,50,4,AE,193.0,830.0,1800.0,2620.0
2,50,5,AH,200.0,720.0,1500.0,2560.0
2,50,5,AH,200.0,800.0,1400.0,2420.0
2,50,6,AA,194.0,915.0,1280.0,2530.0
2,50,6,AA,206.0,723.0,1196.0,2600.0
2,50,7,AO,192.0,575.0,1073.0,2490.0
2,50,7,AO,200.0,600.0,1100.0,2600.0
2,50,8,UH,202.0,520.0,1210.0,2420.0
2,50,8,UH,212.0,468.0,1275.0,2550.0
2,50,9,UW,207.0,370.0,1000.0,2470.0
2,50,9,UW,205.0,330.0,970.0,2460.0
2,50,10,ER,200.0,560.0,1600.0,1900.0
2,50,10,ER,206.0,514.0,1540.0,1955.0
2,51,1,IY,240.0,380.0,2880.0,3360.0
2,51,1,IY,250.0,380.0,2820.0,3300.0
2,51,2,IH,237.0,473.0,2660.0,2970.0
