gender,speaker,phoneme,phoneme_in_ascii,F0,F1,F2,F3
2,51,3,EH,223.0,567.0,2460.0,3122.0
2,51,3,EH,224.0,521.0,2460.0,2920.0
2,51,4,AE,218.0,808.0,2070.0,2880.0
2,51,5,AH,200.0,800.0,1340.0,2700.0
2,51,6,AA,183.0,843.0,1190.0,2860.0
2,51,6,AA,205.0,740.0,1160.0,2780.0
2,51,7,AO,220.0,594.0,990.0,2640.0
2,51,8,UH,242.0,484.0,900.0,2640.0
2,51,9,UW,233.0,370.0,933.0,2520.0
2,51,9,UW,250.0,325.0,750.0,2500.0
2,51,10,ER,225.0,450.0,1680.0,2050.0
2,52,1,IY,200.0,320.0,2750.0,3100.0
2,52,1,IY,178.0,356.0,2755.0,3200.0
2,52,2,IH,194.0,388.0,2622.0,3050.0
2,52,2,IH,194.0,426.0,2460.0,3040.0
2,52,3,EH,187.0,592.0,2242.0,2765.0
2,52,5,AH,187.0,618.0,1518.0,2700.0
2,52,5,AH,183.0,624.0,1430.0,2660.0
2,52,6,AA,163.0,766.0,1180.0,2340.0
2,52,6,AA,167.0,750.0,1065.0,2640.0
2,52,8,UH,200.0,420.0,1200.0,2600.0
2,52,8,UH,200.0,460.0,1260.0,2640.0
2,52,9,UW,187.0,375.0,1124.0,2685.0
2,52,10,ER,180.0,504.0,1565.0,1835.0
2,52,10,ER,183.0,513.0,1578.0,1830.0
2,53,1,IY,280.0,357.0,2800.0,3360.0
2,53,1,IY,275.0,340.0,2860.0,3350.0
2,53,2,IH,290.0,480.0,2600.0,3060.0
2,53,2,IH,292.0,465.0,2598.0,3060.0
2,53,3,EH,240.0,737.0,2325.0,3100.0
2,53,4,AE,200.0,960.0,2100.0,3000.0
2,53,4,AE,217.0,1030.0,2200.0,3260.0
2,53,5,AH,275.0,920.0,1512.0,2950.0
2,53,5,AH,260.0,910.0,1688.0,3050.0
2,53,6,AA,275.0,990.0,1237.0,2360.0
2,53,6,AA,267.0,987.0,1172.0,3180.0
2,53,7,AO,267.0,587.0,1068.0,3270.0
2,53,7,AO,293.0,560.0,990.0,3150.0
2,53,9,UW,300.0,420.0,1045.0,3060.0
2,53,9,UW,300.0,390.0,960.0,3030.0
2,53,10,ER,230.0,460.0,1860.0,2250.0
2,53,10,ER,214.0,504.0,1820.0,2290.0
2,54,1,IY,200.0,240.0,2760.0,3700.0
2,54,1,IY,220.0,220.0,2850.0,3800.0
2,54,2,IH,228.0,319.0,2500.0,3020.0
2,54,2,IH,216.0,324.0,2500.0,3010.0
2,54,3,EH,220.0,616.0,2380.0,2900.0
2,54,3,EH,212.0,615.0,2300.0,2800.0
2,54,5,AH,221.0,800.0,1520.0,2380.0
2,54,5,AH,210.0,780.0,1470.0,2400.0
2,54,6,AA,199.0,995.0,1392.0,2290.0
2,54,6,AA,200.0,1000.0,1400.0,2440.0
2,54,7,AO,205.0,656.0,944.0,2250.0
2,54,7,AO,200.0,720.0,960.0,2380.0
2,54,8,UH,223.0,335.0,1049.0,2470.0
2,54,8,UH,210.0,420.0,1009.0,2300.0
2,54,9,UW,219.0,329.0,877.0,2550.0
2,54,9,UW,230.0,340.0,900.0,2530.0
2,54,10,ER,206.0,400.0,1380.0,1560.0
2,54,10,ER,201.0,400.0,1240.0,1480.0
2,55,1,IY,220.0,286.0,2800.0,3550.0
2,55,1,IY,241.0,289.0,2800.0,3400.0
2,55,2,IH,225.0,383.0,2420.0,3080.0
2,55,2,IH,240.0,384.0,2400.0,3050.0
2,55,3,EH,230.0,460.0,2300.0,3050.0
2,55,4,AE,187.0,861.0,2100.0,2800.0
2,55,4,AE,224.0,896.0,2040.0,3000.0
2,55,5,AH,218.0,654.0,1160.0,2800.0
2,55,5,AH,230.0,690.0,1195.0,2770.0
2,55,6,AA,208.0,860.0,1103.0,2700.0
2,55,6,AA,212.0,806.0,1060.0,2850.0
2,55,7,AO,202.0,606.0,910.0,2900.0
2,55,7,AO,201.0,583.0,860.0,2840.0
2,55,8,UH,225.0,340.0,900.0,2650.0
2,55,8,UH,235.0,470.0,1100.0,2560.0
2,55,9,UW,205.0,308.0,1025.0,2650.0
2,55,9,UW,235.0,329.0,1151.0,2560.0
2,55,10,ER,213.0,533.0,1425.0,1830.0
2,55,10,ER,214.0,535.0,1412.0,1800.0
2,56,1,IY,236.0,307.0,2670.0,3150.0
2,56,1,IY,245.0,340.0,2700.0,3250.0
2,56,2,IH,231.0,417.0,2300.0,3000.0
2,56,3,EH,224.0,670.0,2300.0,2880.0
2,56,5,AH,225.0,765.0,1300.0,2700.0
2,56,5,AH,221.0,730.0,1390.0,2790.0
2,56,6,AA,212.0,850.0,1270.0,2760.0
2,56,7,AO,222.0,670.0,1040.0,2640.0
2,56,8,UH,251.0,427.0,1506.0,2640.0
2,56,8,UH,240.0,460.0,1370.0,2610.0
2,56,9,UW,236.0,378.0,1416.0,2580.0
2,56,9,UW,239.0,380.0,1430.0,2610.0
2,56,10,ER,230.0,460.0,1200.0,1909.0
2,56,10,ER,225.0,410.0,1580.0,1800.0
2,57,1,IY,256.0,384.0,2860.0,3210.0
2,57,1,IY,250.0,375.0,3000.0,3400.0
2,57,2,IH,230.0,460.0,2665.0,3140.0
2,57,2,IH,233.0,467.0,2680.0,3150.0
2,57,3,EH,229.0,640.0,2400.0,2860.0
2,57,3,EH,233.0,630.0,2530.0,3030.0
2,57,5,AH,234.0,794.0,1447.0,2920.0
2,57,6,AA,227.0,978.0,1362.0,2724.0
2,57,6,AA,233.0,933.0,1350.0,2610.0
2,57,7,AO,240.0,700.0,1080.0,2810.0
2,57,7,AO,240.0,720.0,1090.0,2840.0
2,57,8,UH,243.0,500.0,1215.0,2870.0
2,57,8,UH,239.0,500.0,1240.0,2860.0
2,57,9,UW,263.0,470.0,1000.0,2820.0
2,57,9,UW,272.0,378.0,950.0,2990.0
2,57,10,ER,243.0,480.0,1410.0,1700.0
2,57,10,ER,243.0,493.0,1580.0,1775.0
2,58,1,IY,268.0,320.0,2900.0,3200.0
2,58,1,IY,263.0,290.0,2750.0,3050.0
2,58,4,AE,243.0,950.0,1970.0,2890.0
2,58,4,AE,244.0,980.0,1950.0,2920.0
2,58,5,AH,258.0,770.0,1340.0,2800.0
2,58,7,AO,242.0,530.0,870.0,2680.0
2,58,7,AO,250.0,600.0,900.0,2770.0
2,58,9,UW,258.0,440.0,1290.0,2530.0
2,58,9,UW,269.0,460.0,1080.0,2640.0
2,58,10,ER,250.0,600.0,1500.0,2000.0
2,58,10,ER,254.0,610.0,1520.0,1950.0
2,59,1,IY,234.0,280.0,2690.0,3040.0
2,59,1,IY,261.0,280.0,2740.0,2980.0
2,59,2,IH,260.0,470.0,2500.0,3400.0
2,59,2,IH,262.0,440.0,2480.0,3240.0
2,59,3,EH,242.0,730.0,2300.0,3100.0
2,59,3,EH,260.0,750.0,2340.0,3120.0
2,59,4,AE,233.0,860.0,2070.0,2880.0
2,59,4,AE,240.0,890.0,1920.0,2710.0
2,59,5,AH,257.0,770.0,1540.0,2840.0
2,59,5,AH,257.0,800.0,1410.0,2860.0
2,59,6,AA,240.0,790.0,1250.0,3080.0
2,59,7,AO,234.0,408.0,695.0,3040.0
2,59,7,AO,246.0,420.0,590.0,3100.0
2,59,8,UH,251.0,500.0,1230.0,2520.0
2,59,8,UH,256.0,480.0,1230.0,2750.0
2,59,9,UW,263.0,419.0,1050.0,2850.0
2,59,9,UW,278.0,390.0,1060.0,2800.0
2,59,10,ER,220.0,420.0,1720.0,1900.0
2,59,10,ER,255.0,510.0,1680.0,1890.0
2,60,1,IY,208.0,270.0,2820.0,3450.0
2,60,1,IY,225.0,250.0,2880.0,3350.0
2,60,2,IH,220.0,370.0,2530.0,3060.0
2,60,2,IH,250.0,400.0,2600.0,3120.0
2,60,3,EH,214.0,640.0,2360.0,3020.0
2,60,3,EH,219.0,650.0,2430.0,3040.0
2,60,4,AE,205.0,900.0,2090.0,3000.0
2,60,4,AE,200.0,860.0,2160.0,2870.0
2,60,5,AH,214.0,750.0,1540.0,2800.0
2,60,5,AH,214.0,770.0,1530.0,2780.0
2,60,6,AA,195.0,920.0,1350.0,2550.0
2,60,7,AO,194.0,720.0,1110.0,2420.0
2,60,7,AO,200.0,700.0,1100.0,2780.0
2,60,8,UH,222.0,470.0,1200.0,2900.0
2,60,8,UH,237.0,470.0,1190.0,2800.0
2,60,9,UW,240.0,380.0,980.0,3100.0
2,60,9,UW,188.0,340.0,920.0,3050.0
2,60,10,ER,222.0,530.0,1670.0,2050.0
2,60,10,ER,200.0,500.0,1720.0,1900.0
2,61,1,IY,258.0,310.0,2740.0,3200.0
2,61,1,IY,262.0,262.0,2680.0,3170.0
2,61,2,IH,262.0,450.0,2310.0,3020.0
2,61,2,IH,263.0,472.0,2270.0,2950.0
2,61,4,AE,194.0,810.0,1860.0,2620.0
2,61,4,AE,234.0,890.0,1800.0,2700.0
2,61,7,AO,240.0,600.0,850.0,2760.0
2,61,7,AO,253.0,455.0,810.0,2750.0
2,61,8,UH,282.0,400.0,1070.0,2530.0
2,61,8,UH,250.0,450.0,1050.0,2450.0
2,61,9,UW,260.0,290.0,670.0,2380.0
2,61,9,UW,275.0,330.0,630.0,2460.0
2,61,10,ER,240.0,500.0,1630.0,2040.0
2,61,10,ER,243.0,490.0,1580.0,2190.0
3,62,1,IY,228.0,460.0,3300.0,3950.0
3,62,1,IY,200.0,400.0,3400.0,3850.0
3,62,4,AE,200.0,1000.0,2300.0,3900.0
3,62,5,AH,223.0,1110.0,1690.0,4040.0
3,62,7,AO,219.0,660.0,1100.0,3850.0
3,62,8,UH,220.0,620.0,1410.0,3520.0
3,62,9,UW,233.0,440.0,900.0,3900.0
3,62,9,UW,200.0,400.0,650.0,3800.0
3,62,10,ER,210.0,610.0,2300.0,2900.0
3,62,10,ER,200.0,450.0,2150.0,2550.0
3,63,1,IY,290.0,320.0,3500.0,4260.0
3,63,1,IY,305.0,350.0,3400.0,4100.0
3,63,2,IH,322.0,640.0,3200.0,3660.0
3,63,2,IH,325.0,650.0,3000.0,3800.0
3,63,3,EH,270.0,850.0,2900.0,3680.0
3,63,4,AE,256.0,1130.0,2560.0,3500.0
3,63,4,AE,285.0,1140.0,2000.0,3560.0
3,63,5,AH,310.0,1130.0,1740.0,3670.0
3,63,5,AH,300.0,1000.0,1800.0,3450.0
3,63,8,UH,285.0,560.0,1440.0,3500.0
3,63,8,UH,294.0,570.0,1450.0,3500.0
3,63,9,UW,333.0,350.0,1280.0,3650.0
3,63,9,UW,290.0,340.0,1160.0,2950.0
3,63,10,ER,302.0,600.0,1800.0,2200.0
3,64,1,IY,240.0,380.0,3140.0,3700.0
3,64,1,IY,258.0,310.0,3350.0,3650.0
3,64,2,IH,250.0,500.0,2660.0,3500.0
3,64,5,AH,250.0,880.0,1500.0,3200.0
3,64,5,AH,243.0,850.0,1700.0,3250.0
3,64,6,AA,250.0,940.0,1380.0,2400.0
3,64,6,AA,276.0,1200.0,1500.0,3160.0
3,64,7,AO,250.0,750.0,1250.0,3450.0
3,64,7,AO,225.0,675.0,950.0,3240.0
3,64,8,UH,300.0,610.0,1500.0,3300.0
3,64,8,UH,275.0,500.0,1370.0,3500.0
3,64,9,UW,256.0,300.0,1280.0,3150.0
3,64,9,UW,250.0,400.0,1300.0,3700.0
3,64,10,ER,250.0,500.0,1540.0,1700.0
3,64,10,ER,242.0,580.0,1620.0,1790.0
3,65,1,IY,291.0,410.0,3200.0,3800.0
3,65,1,IY,264.0,420.0,3400.0,3900.0
3,65,4,AE,270.0,1080.0,2480.0,3950.0
3,65,4,AE,245.0,1050.0,2420.0,4000.0
3,65,6,AA,250.0,1100.0,1460.0,4250.0
3,65,8,UH,278.0,640.0,1350.0,3950.0
3,65,9,UW,300.0,420.0,1110.0,3640.0
3,65,9,UW,280.0,505.0,1050.0,3400.0
3,65,10,ER,320.0,640.0,1940.0,2820.0
3,65,10,ER,265.0,610.0,2100.0,2600.0
3,66,1,IY,330.0,460.0,2800.0,3550.0
3,66,1,IY,333.0,490.0,2730.0,3550.0
3,66,4,AE,282.0,950.0,2150.0,3650.0
3,66,4,AE,310.0,1000.0,2150.0,3700.0
3,66,5,AH,293.0,880.0,1700.0,3750.0
3,66,5,AH,340.0,900.0,1600.0,3650.0
3,66,6,AA,280.0,1050.0,1320.0,3730.0
3,66,8,UH,322.0,550.0,1195.0,3750.0
3,66,8,UH,350.0,550.0,1340.0,3500.0
3,66,9,UW,345.0,550.0,1100.0,3470.0
3,66,10,ER,310.0,805.0,1705.0,2420.0
3,66,10,ER,310.0,710.0,1700.0,2400.0
3,67,1,IY,210.0,340.0,3400.0,4320.0
3,67,1,IY,227.0,590.0,3610.0,4220.0
3,67,2,IH,235.0,680.0,3250.0,4380.0
3,67,3,EH,212.0,660.0,2900.0,3610.0
3,67,4,AE,214.0,1240.0,2700.0,3640.0
3,67,4,AE,215.0,1050.0,2550.0,3550.0
3,67,5,AH,216.0,820.0,1470.0,3500.0
3,67,6,AA,218.0,1090.0,1380.0,3050.0
3,67,7,AO,211.0,800.0,1220.0,3700.0
3,67,7,AO,214.0,640.0,1070.0,3000.0
3,67,8,UH,219.0,660.0,1360.0,3700.0
3,67,8,UH,214.0,730.0,1500.0,3600.0
3,67,9,UW,220.0,620.0,1100.0,3250.0
3,67,9,UW,216.0,600.0,1280.0,3650.0
3,67,10,ER,222.0,670.0,2130.0,2360.0
3,67,10,ER,205.0,760.0,2240.0,2460.0
3,68,1,IY,253.0,330.0,3250.0,3720.0
3,68,1,IY,262.0,340.0,3100.0,3400.0
3,68,4,AE,233.0,1140.0,2260.0,3640.0
3,68,4,AE,245.0,1110.0,2230.0,3380.0
3,68,5,AH,256.0,770.0,1540.0,3500.0
3,68,5,AH,257.0,800.0,1490.0,3300.0
3,68,6,AA,240.0,940.0,1400.0,3400.0
3,68,7,AO,240.0,530.0,860.0,3400.0
3,68,7,AO,240.0,520.0,910.0,3420.0
3,68,8,UH,255.0,510.0,1250.0,3320.0
3,68,8,UH,260.0,520.0,1140.0,3320.0
3,68,9,UW,274.0,360.0,660.0,3050.0
3,68,9,UW,260.0,310.0,730.0,3500.0
3,68,10,ER,250.0,550.0,1500.0,1800.0
3,68,10,ER,239.0,480.0,1650.0,1960.0
3,69,1,IY,250.0,300.0,2950.0,3600.0
3,69,1,IY,270.0,320.0,3210.0,3600.0
3,69,2,IH,290.0,550.0,2610.0,3560.0
3,69,3,EH,280.0,700.0,2500.0,3580.0
3,69,3,EH,263.0,600.0,2360.0,3400.0
3,69,4,AE,260.0,970.0,2400.0,3200.0
3,69,4,AE,250.0,950.0,2270.0,3200.0
3,69,5,AH,270.0,780.0,1650.0,3350.0
3,69,7,AO,250.0,750.0,1000.0,2500.0
3,69,8,UH,275.0,540.0,1430.0,3320.0
3,69,8,UH,263.0,530.0,1580.0,3200.0
3,69,9,UW,295.0,420.0,1500.0,3010.0
3,69,9,UW,260.0,450.0,1330.0,2840.0
3,69,10,ER,272.0,570.0,1880.0,2400.0
3,69,10,ER,255.0,510.0,1610.0,1910.0
3,70,1,IY,235.0,280.0,2820.0,3400.0
3,70,1,IY,244.0,317.0,3125.0,3500.0
3,70,2,IH,230.0,460.0,2520.0,3300.0
3,70,2,IH,212.0,420.0,2480.0,3140.0
3,70,3,EH,235.0,657.0,2300.0,3300.0
3,70,3,EH,232.0,672.0,2275.0,3300.0
3,70,4,AE,231.0,808.0,1950.0,3300.0
3,70,4,AE,225.0,870.0,2000.0,3200.0
3,70,5,AH,236.0,706.0,1410.0,3200.0
3,70,5,AH,211.0,720.0,1480.0,2880.0
3,70,7,AO,203.0,700.0,1120.0,3070.0
3,70,7,AO,230.0,690.0,920.0,2760.0
3,70,8,UH,250.0,475.0,1250.0,3150.0
3,70,8,UH,212.0,460.0,1210.0,2750.0
3,70,9,UW,244.0,403.0,1100.0,2950.0
3,70,9,UW,242.0,363.0,920.0,2900.0
3,70,10,ER,226.0,452.0,1580.0,1810.0
3,70,10,ER,232.0,510.0,1550.0,1740.0
3,71,1,IY,230.0,280.0,3140.0,3830.0
3,71,1,IY,250.0,300.0,3400.0,3950.0
3,71,3,EH,215.0,580.0,2650.0,3550.0
3,71,4,AE,240.0,910.0,2370.0,3160.0
3,71,4,AE,233.0,930.0,2350.0,3450.0
3,71,5,AH,250.0,770.0,1650.0,3420.0
3,71,5,AH,230.0,690.0,1600.0,3350.0
3,71,7,AO,232.0,670.0,1160.0,3550.0
3,71,7,AO,225.0,720.0,1260.0,3400.0
3,71,8,UH,216.0,500.0,1640.0,3580.0
3,71,8,UH,250.0,450.0,1440.0,3500.0
3,71,9,UW,290.0,350.0,1160.0,3260.0
3,71,9,UW,273.0,330.0,1090.0,3350.0
3,71,10,ER,240.0,430.0,1800.0,2400.0
3,71,10,ER,233.0,470.0,1840.0,2400.0
3,72,1,IY,275.0,330.0,3050.0,3800.0
3,72,1,IY,286.0,340.0,2860.0,3610.0
3,72,2,IH,280.0,500.0,2720.0,3360.0
3,72,2,IH,230.0,600.0,2750.0,3550.0
3,72,3,EH,245.0,735.0,2450.0,3300.0
3,72,3,EH,258.0,780.0,2560.0,3300.0
3,72,4,AE,235.0,940.0,2020.0,2580.0
3,72,4,AE,232.0,1070.0,2320.0,2900.0
3,72,5,AH,268.0,860.0,1530.0,3100.0
3,72,5,AH,256.0,970.0,1500.0,3050.0
3,72,8,UH,260.0,490.0,1460.0,2860.0
3,72,8,UH,286.0,570.0,1320.0,2840.0
3,72,9,UW,275.0,470.0,1400.0,2800.0
3,72,9,UW,286.0,370.0,1160.0,2800.0
3,72,10,ER,268.0,510.0,1660.0,2100.0
3,72,10,ER,250.0,480.0,1700.0,1830.0
3,73,1,IY,295.0,380.0,3200.0,4000.0
3,73,1,IY,267.0,350.0,3250.0,3700.0
3,73,2,IH,294.0,380.0,2960.0,3800.0
3,73,2,IH,300.0,520.0,2900.0,3600.0
3,73,3,EH,280.0,670.0,2790.0,3600.0
3,73,4,AE,262.0,1070.0,2380.0,3100.0
3,73,4,AE,275.0,1130.0,2320.0,3110.0
3,73,5,AH,270.0,725.0,1570.0,2900.0
3,73,6,AA,278.0,1110.0,1630.0,2780.0
3,73,6,AA,280.0,1130.0,1400.0,3000.0
3,73,7,AO,270.0,540.0,1070.0,3000.0
3,73,8,UH,300.0,450.0,1350.0,3000.0
3,73,8,UH,320.0,520.0,1600.0,3150.0
3,73,9,UW,307.0,460.0,1460.0,3070.0
3,73,9,UW,300.0,400.0,1700.0,3000.0
3,73,10,ER,300.0,540.0,1770.0,2040.0
3,73,10,ER,286.0,540.0,2050.0,2300.0
3,74,1,IY,300.0,300.0,3250.0,3850.0
3,74,1,IY,275.0,275.0,3280.0,3800.0
3,74,2,IH,286.0,570.0,2850.0,3400.0
3,74,2,IH,267.0,485.0,2630.0,3450.0
3,74,3,EH,264.0,650.0,2880.0,3500.0
3,74,3,EH,284.0,570.0,2900.0,3600.0
3,74,4,AE,260.0,1300.0,2280.0,3130.0
3,74,4,AE,260.0,1300.0,2160.0,3300.0
3,74,5,AH,275.0,850.0,1540.0,3020.0
3,74,5,AH,262.0,840.0,1580.0,2880.0
3,74,6,AA,250.0,1230.0,1300.0,3200.0
3,74,6,AA,286.0,1090.0,1230.0,2980.0
3,74,7,AO,265.0,850.0,850.0,2920.0
3,74,8,UH,283.0,540.0,1420.0,3050.0
3,74,8,UH,300.0,600.0,1440.0,2900.0
3,74,9,UW,280.0,390.0,1340.0,2830.0
3,74,9,UW,284.0,340.0,1110.0,3080.0
3,74,10,ER,280.0,530.0,1650.0,1740.0
3,74,10,ER,286.0,550.0,1660.0,1770.0
3,75,1,IY,265.0,370.0,2950.0,3400.0
3,75,1,IY,290.0,370.0,2910.0,3480.0
3,75,2,IH,271.0,515.0,2740.0,3280.0
3,75,2,IH,290.0,485.0,2600.0,3200.0
3,75,3,EH,262.0,630.0,2520.0,3150.0
3,75,3,EH,272.0,565.0,2440.0,3120.0
3,75,4,AE,262.0,970.0,2030.0,2880.0
3,75,4,AE,275.0,915.0,2130.0,2900.0
3,75,5,AH,270.0,810.0,1600.0,3230.0
3,75,6,AA,275.0,1000.0,1360.0,3000.0
3,75,8,UH,295.0,570.0,1500.0,3000.0
3,75,9,UW,283.0,510.0,1700.0,3020.0
3,75,10,ER,261.0,522.0,1830.0,2350.0
3,75,10,ER,282.0,530.0,1800.0,2250.0
3,76,1,IY,320.0,350.0,3240.0,3760.0
3,76,1,IY,344.0,344.0,3120.0,3640.0
3,76,2,IH,308.0,590.0,2760.0,3500.0
3,76,2,IH,320.0,540.0,2900.0,3500.0
3,76,3,EH,307.0,830.0,2750.0,3650.0
3,76,3,EH,308.0,800.0,2640.0,3540.0
3,76,4,AE,294.0,1140.0,2450.0,3230.0
3,76,4,AE,239.0,1130.0,2550.0,3150.0
3,76,5,AH,310.0,930.0,1540.0,3120.0
3,76,5,AH,315.0,950.0,1670.0,3150.0
3,76,6,AA,350.0,1190.0,1470.0,3150.0
3,76,7,AO,300.0,910.0,1200.0,3180.0
3,76,7,AO,330.0,830.0,1250.0,3250.0
3,76,8,UH,327.0,630.0,1310.0,3270.0
3,76,8,UH,322.0,610.0,1550.0,3400.0
3,76,9,UW,345.0,520.0,1250.0,3460.0
3,76,9,UW,334.0,500.0,1140.0,3380.0
3,76,10,ER,308.0,740.0,1850.0,2160.0
3,76,10,ER,328.0,660.0,1830.0,2200.0
